sharings,text
2,"Liberação da Cloroquina/hidroxicloroquina  pela Anvisa, já com posologia para tratamento da Covid-19!!
☝em primeira mão.."
1,"*STJ bloqueia R$ 25 milhões de Helder Barbalho e mais sete investigados por fraude na aquisição de respiradores para pacientes com Coronavírus*

*FOI SÓ SÉRGIO MORO SAIR QUE A PF COMEÇOU A INVESTIGAR E PRENDER OS AMIGOS DELE Q ELE ESTAVA PROTEGENDO*

 *http://www.folhadapolitica.com/2020/06/stj-bloqueia-r-25-milhoes-de-helder.html?m=1*"
1,"Ninguém e atendido no hospital ,eles mandam vtat p casa e só quando o paciente está sem ar e que internan ,e claro o pulmão já está debilitado e vem a óbito . Uma ótima maneira p colocar nas estatiscas . O exame só e feito qdo o paciente já está em fase de UTI . O paciente morre antes de sair o exame ,então o laudo e covid sem ao menos saber se e mesmo . 
Isolam esse paciente da família ,lavram o caixão ou creman . 
Será que essas pessoas morrem por covid ou morrem p contar estatísticas e esses pilantras aproveitando a calamidade pública tiram uma boa grana sem precisar explicar muito .
Se antes ser tratado no SUS já era quase impossível agora esqueça ,não importa a en fermidade e sim o óbito e é covid. 
O nome disso não e covid e sim socialismo .
Tiram o trabalho ,a fé ,a saúde ,a liberdade ,causam o pânico nos deixando frágil e tomam o poder .
Eu tenho medo ,muito medo ,não do vírus mas  do socialismo . 
Prefiro morrer antes com o vírus a ver meu  país  morrer aos poucos ."
1,https://www.agazeta.com.br/es/politica/redutos-bolsonaristas-na-grande-vitoria-registram-maior-contagio-por-covid-19-0620
1,https://odiariodemaringa.com.br/2020/06/12/coronavirus-em-maringa-12-06-sao-06-criancas-21-mulheres-e-20-homens-47-no-total-de-positivados/
1,É  corona
1,Pandemia covid-20
1,Rodrigo Maia impede a votação que repassaria o dinheiro do fundão para a saúde para enfrentar o coronavírus - Noticia Brasil Online https://noticiabrasilonline.com/rodrigo-maia-atropela-votacao-da-pec-do-orcamento-para-impedir-discussao-sobre-uso-do-fundao-no-combate-a-covid-19/amp/
1,"Gente, o prefeito acabou de fazer uma live no face atualizando os números da covid-19....
Agora, são mais 3  casos confirmados. 
Sendo que os três não viajaram pra lugar nenhum e sequer interagiram com alguem q tivesse voltado de viagem..
Ou seja... O vírus está circulando
Por isso isolamento é primordial
Agora são 12 confirmadas.
8 em isolamento domiciliar e 4 internados.
68 casos sendo investigados.
Desses investigados, 54 estão internados. 
Desses internados, na UTI são 14 adultos e 2 crianças.
Tem gente q está infectada, não sabe, porque não está apresentando sintoma nenhum e está transmitindo o vírus....
Isso é preocupante...."
1,"*O TIRO SAIU PELA CULATRA!*
VAMOS 
""TRABAIÁ BRASIL""


Médico fala ao vivo na CNN o que os jornalistas não queriam ouvir, que o Coronaa Virus não dissemina bem no calor, Monalisa Perrone ex Globo, sussurra no meio da entrevista ""corta"" e o áudio vaza. Em seguida interrompem a entrevista. 
Todos precisam saber o que a imprensa está fazendo com o Brasil, envie para seus amigos."
1,"https://www.em.com.br/app/noticia/internacional/2020/03/26/interna_internacional,1132702/futebol-foi-bomba-biologica-pandemia-de-coronavirus-bergamo-italia.shtml"
1,"Preciso nem ler mais, Portugal tá fechado pelo corona"
1,"Copiei e colei . 
E se depois de lerem n entenderem, desisto e ponto final.

Não, não estamos perdidos.
Antes dele tirar uma sarrinho sobre a gripezinha e ou resfriadinho, é o jeito dele, cutucou, levou. E insisto é assim que lida com bandido.
Antes do intento polêmico ele fez e realizou várias reuniões. Implementou ações, criou um  plano de combate ao vírus.
Coordenou com o Ministro da Saúde construções rápidas de Hospitais em hotéis, em bases do exército e em outros lugares.
Conseguiu que fábricas de carro fabricassem os respiradores necessários, estão em plena produção.
Conseguiu que uma industria de cerveja, de perfumaria, fabricassem em alta escala o Álcool Gel e farmácias menores independentes o fabricassem também.
Conseguiu com vários laboratórios e com o Exército que fabricasse de graça para os hospitais o remédio que vence o vírus e cura a doença, garantindo a produção para a demanda necessária.
Aprendeu com outros países quem é o grupo de risco, observou quem morreu, em que condições, ele não foi pego de surpresa, se preveniu, se preparou, se organizou para combater um bom combate.
Ele conta ainda com a autoresponsabilidade de cada cidadão em se isolar. Ele sabe o que não sabemos, tem dados que não conhecemos.
Negociou e anistiou dividas dos estados e municípios, amparou os estados com fundos necessários.
Cuidou com o Ministro da Infraestrutura e garantiu todo abastecimentos por rodovias e ferrovias dos suprimentos e alimentação para o período de isolamento.  Elaborou decretos, medidas provisórias e corrigiu itens que podiam não beneficiar o povo 
Criou uma linha de financiamento com baixo custo em apoio aos empresários e empreendedores.
Criou com o MEC, com o Ministérios das Ciências e Tecnologias pontes, atalhos, sites e links nos seus ministérios que gratuitamente criavam consciência sobre o que era o vírus, cuidados a tomar e onde e como procurar para o tratamento. Liberou cursos on line gratuitos para ocupar, ensinar e educar profissionais e estudantes,desempregados e confinados, tornou possível mais possibilidade de geração de renda e conhecimento. Ele foi rápido, foi eficiente. TUDO EM TEMPO RECORD!!
Mas uma vez brasileiro, você vai ter que confiar, sair do modo pânico, ter equilíbrio e responsabilidade em saber quando sair, quando evitar aglomeração, cuidar de seus idosos e de suas família.
Ele é da turma do resolve e não age com drama e paternalismo. Não vai esticar aquilo que agora esta administrado, conhecido.
O que não nos impede ainda de ficarmos em casa, estender o isolamento social, mas para aqueles que necessitam urgente de sua renda, proveniente do seu trabalho, ele apoia que volte, claro dentro de tudo que foi recomendando.
Ele é assim e eu o apoio, consigo ver mudanças fundamentais  em 1 anos e 3 meses, consigo ver um homem sagaz, corajoso e que luta contra um Mecanismo sujo, pesado, criminoso.
Apoio o Presidente.
Continuo em isolamento social.
Torço para o que o Presidente, seus Ministros, Secretários e equipes, continuem acertando no combate ao Corona Vírus e sei que ele não é arrogante, quando erra volta atrás, vai estar conectado, gerenciando e acompanhando tudo. Eu confio, eu apoio. Não é a Rainha Elizabeth, tem seu modo, mas é reto, honesto e esta bravamente enfrentando o crime organizado, a impunidade, se não o apoiarmos agora em 2022 pode ser tarde. Dias de vitórias, dias de tropeços, dias de acertos, é humano, vamos continuar aplaudindo o acerto. Tem uma equipe técnica brilhante que tem sim ele no comando e gestão de tudo.
Cuida de nós com técnica e coragem. Sem perder tempo e com ação. União é o maior escudo de proteção. Seu forte inimigo é a imprensa corrupta, é aí que você entra no combate, ele precisa de nós. Bora continuar nesse enfrentamento com a responsabilidade de fazermos a nossa parte e acreditando que mais vitórias e acertos acontecerão."
1,"Olha o corona kk
Em casa acordei agorinha Vou fazer almoço"
1,Coronavirus: Em Maringá duas crianças e mais 50 adultos nesta quinta https://odiariodemaringa.com.br/2020/06/11/coronavirus-em-maringa-duas-criancas-e-mais-50-adultos-nesta-quinta
1,"Boletim do coronavírus em Maringá de quinta-feira, 2 de abril https://odiariodemaringa.com.br/2020/04/02/boletim-do-coronavirus-em-maringa-de-quinta-feira-2-de-abril/ via @O Diário de Maringá"
1,"Esses programas tiveram uma pausa por causa da Pandemia do Corona Vírus 🦠, Para preservar todos os integrantes e convidados , voltam em breve 👆"
1,"*O Sistema para solicitar o CoronaVoucher saiu!* 
Você pode acessar pelo site: https://auxilio.caixa.gov.br/
Ou ligar no número 111"
1,Achei que corona tinha matado todos
1,Covid: sangue pode ser chave da cura - https://odiariodemaringa.com.br/2020/06/10/covid-sangue-pode-ser-chave-da-cura/
1,"*Tribuna Online*

*Plenário: Governador apresenta medidas de lockdown ao Ministério Público*

O governador Renato Casagrande apresentou ao Ministério Público Estadual, na manhã desta quarta-feira (10), a minuta com as medidas a serem adotadas caso seja decretado o risco extremo de contaminação do coronavírus no Estado. Entre as medidas propostas no documento, está o lockdown, que é o fechamento total das atividades para conter a pandemia.

A minuta foi passada para o MPE-ES – a reunião terminou um pouco antes do meio-dia – para que o órgão possa validar as medidas. Após o posicionamento do órgão, a minuta – que poderá sofrer modificações – será apresentada a outros chefes de Poderes, aos prefeitos e à sociedade por meio do governo do Estado. Reuniões com outros chefes de poderes devem ocorrer ainda na tarde de hoje – a coluna Plenário confirmou que ao menos uma reunião com um chefe de poder está marcada para a tarde de hoje.

De acordo com fontes ligadas ao Palácio Anchieta e ao Ministério Público, o lockdown também não seria adotado imediatamente. A medida extrema está sendo preparada para ser implantada assim que a taxa de ocupação hospitalar alcance os 91% – segundo o Painel Covid-19, do governo do Estado, a taxa de ocupação nas UTIs em hospitais públicos está em 84,59%.

O governador marcou uma coletiva de imprensa para as 17 horas de hoje, quando as medidas devem ser explanadas.

https://tribunaonline.com.br/governador-apresenta-medidas-de-lockdown-ao-ministerio-publico"
1,https://odiariodemaringa.com.br/2020/06/10/coronavirus-maringa-06-criancas-e-mais-48-adultos-positivados-em-11-de-junho
1,Por que o H1N1 não parou economias como o coronavírus? - https://odiariodemaringa.com.br/2020/04/03/por-que-o-h1n1-nao-parou-economias-como-o-coronavirus/
1,"*Capitão Assumção pede impeachment de Casagrande*
Depois de denunciar a falência da saúde, leitos de UTI lotados, registros falsos de mortes por COVID-19 e EPIs sem nenhuma proteção para os profissionais de saúde, Capitao Assumção pede *IMPEACHMENT* do *CENTROAVANTE*!"
1,https://www.agazeta.com.br/es/cotidiano/covid-19-cidade-do-es-anuncia-distribuicao-de-kits-com-cloroquina-0620
1,Coronga
1,"Lockdown pra que?: Disseminação assintomática do coronavírus é ‘muito rara’, diz OMS 

https://chumbogrossomanaus.com.br/politica/lockdown-pra-que-disseminacao-assintomatica-do-coronavirus-e-muito-rara-diz-oms/

Cadê os que chamaram o Presidente de louco e genocida?
Como o próprio Presidente falou, o Povo ainda vai ver, o quanto foram enganados."
1,"Vamos orar um pouquinho:
Pai nosso  que está nos céus e em toda parte ao mesmo tempo , santificado seja o seu nome . Venha até nós o seu reino, de amor e bondade. Seja feita sua vontade aqui  na terra, em todos os mundos habitados, como é no céu,                                              Nos dê hoje e sempre o pão de cada dia. O pão do corpo e o pão  espiritual que tanto precisamos. Perdoa as nossas ofensas e nos ajuda a perdoar àqueles que nos ofendem, e não permita que fiquemos com raiva nem ódio em nossos corações. 
Não nos deixe cair na tentação dos caminhos errados que não seguem seus ensinamentos de amor e caridade. 
E livrai-nos de todo o mal das vicissitudes da vida . Amem.
Amado Senhor,
Eu agradeço:
Por este dia maravilhoso,
Pela minha família,
Pelo meu alimento,                                            Pelos meus amigos 
Por um teto onde morar e uma cama onde descansar, por mais um dia de trabalho
e principalmente por mais um dia de vida ao lado das pessoas que eu mais amo.
Abençoe, Senhor:
A minha família, Os meus amigos e também aqueles que mesmo sem motivos  não gostam de mim , porque eles também precisam do Senhor .
Abençoe, da mesma forma Senhor:
O  meu país,e derrama sobre ele a Tua misericórdia que é grande e infinita.
Acalma a preocupação e ansiedade dos seus habitantes.. para que eles não comprem muito nessa época de pandemia e não deixem o próximo sem alimento.
Não permita senhor que as ruas da nossa terra amada passem a tomar banho de sangue. Afasta de todos nós a raiva e a discórdia . 
Ilumine os médicos que combatem o coronavírus - 19 , com muita sabedoria para vencer essa doença e dê força aos doentes para supera-la e faça com que esta doença vá embora de uma vez, e reine a paz.
Abençoe Senhor, todos que estão lendo esta mensagem agora.
Realize seus sonhos,
Cuide dos seus passos.
Eu te peço em nome do seu filho amado Jesus , amém!
Por caridade peço a você compartilhar essa linda oração em forma de mensagem, se você fizer isso, eu te agradeço infinitamente, será ótimo , porque, em alguns instantes, muitas pessoas estarão orando pela paz do mundo e pelo final vitorioso da guerra contra o COVID-19
""As coisas acontecem por alguma coisa"", Nada acontece por acaso. 
Tudo dá voltas e chega! É a Lei do retorno em ação. 
Faça com fé.
Deus te ama!
Passe para outras pessoas e grupos para que saibam , que não estão sozinhos, que a solidariedade existe e  que você vai ajudá-los com esta poderosa oração..
NÃO CORTES. POR CARIDADE"
1,Ex-presidente do Saop está na UTI com suspeita de coronavírus https://odiariodemaringa.com.br/2020/04/02/ex-presidente-do-saop-esta-na-uti-com-suspeita-de-coronavirus/ via @O Diário de Maringá
1,Boletim do coronavírus em Maringá de 6 de abril https://odiariodemaringa.com.br/2020/04/06/boletim-do-coronavirus-em-maringa-de-6-de-abril/ via @O Diário de Maringá                                                                                                                                         https://odiariodemaringa.com.br/2020/04/06/doria-prorroga-quarentena-por-mais-15-dias-em-sao-paulo/                                                 https://odiariodemaringa.com.br/2020/04/06/credito-para-folha-de-pagamento-ja-esta-disponivel-nos-bancos/                                     https://odiariodemaringa.com.br/2020/04/06/assistencia-a-caminhoneiros-entregou-mais-de-800-refeicoes-em-quatro-dias/    veja no www.odiariodemaringa.com.br
1,Morto pelo Virus Covid 19 . O alarde midiático acabou com a vida e a esperança dele. Assistam e CRIEM CORAGEM. Estamos em guerra .
1,Cata corona ai moia kk
1,"Boletim do coronavírus em Maringá de terça-feira, 31 - https://odiariodemaringa.com.br/2020/03/31/boletim-do-coronavirus-em-maringa-de-terca-feira-31/"
1,"]Boletim sobre o coronavírus de terça, 7 de abril https://odiariodemaringa.com.br/2020/04/07/boletim-sobre-o-coronavirus-de-terca-7-de-abril/ via @O Diário de Maringá"
1,"Coronavirus: Maringá 19 novos casos nesta segunda , 08 de junho - https://odiariodemaringa.com.br/2020/06/08/coronavirus-maringa-19-novos-casos-nesta-segunda-08-de-junho/"
1,BOLETIM DO CORONAVÍRUS - https://odiariodemaringa.com.br/2020/03/30/boletim-do-coronavirus/
1,Fake News sobre o Coronavírus como denunciar? https://odiariodemaringa.com.br/2020/03/30/fake-news-sobre-o-coronavirus-como-denunciar/ via @O Diário de Maringá
1,Maringá: Cinco crianças e mais 52 novos  casos de coronavírus positivos nesta terça 09 de junho https://odiariodemaringa.com.br/2020/06/09/maringa-57-novos-casos-de-coronavirus-positivos-nesta-terca-09-de-junho/ via @O Diário de Maringá
1,"Gente,pra mim o negro ney foi quem criou o coronavírus"
1,"Uau...
Esse covid-19 pelo menos teve seu lado bom."
1,"As máscaras de tecido são eficazes na prevenção do novo coronavírus?

Não há indícios de que a máscara tenha o potencial de proteger pessoas saudáveis da doença. A recomendação da OMS é para que as máscaras sejam usadas apenas por pacientes infectados, profissionais da saúde e pessoas que estão cuidando dos pacientes. Quem não tem sintomas não deve usar o produto, até para evitar o desabastecimento. Embora as máscaras de tecido tenham sido usadas até por profissionais de saúde há algumas décadas, não é possível saber a eficácia delas para a covid-19, porque não foram testadas para este fim."
1,Boletim do coronavírus em Maringá de 6 de abril - https://odiariodemaringa.com.br/2020/04/06/boletim-do-coronavirus-em-maringa-de-6-de-abril/
1,https://odiariodemaringa.com.br/2020/06/09/oms-esclarece-que-assintomaticos-podem-transmitir-covid-19/
1,SEX DATING FOR JOVEM PAN LONDRINA > http://sex-dating-corona.realbest.club
1,Paranaenses que testaram positivo para o coronavírus falam da experiência https://odiariodemaringa.com.br/2020/04/01/paranaenses-que-testaram-positivo-para-o-coronavirus-falam-da-experiencia/ via @O Diário de Maringá
1,Ainda bem que aí tem pouco caso de corona vírus
1,Agora coronavirus Curitiba não te  envenquetado passear
1,Achei que vc tinha pego corona
1,https://g1.globo.com/mundo/noticia/2020/03/25/coronavirus-trump-diz-que-nao-vai-por-fim-as-medidas-de-isolamento-nos-eua-de-maneira-precipitada.ghtml
1,Ceará registra duas mortes pelo novo coronavírus | Ceará | G1 https://g1.globo.com/ce/ceara/noticia/2020/03/26/ceara-registra-duas-mortes-pelo-novo-coronavirus.ghtml
1,Pessoal eu sei que é pesado fica falando sobre! Esse assunto de corona vírus mais hoje me deu um medo tive um pressentimento muito ruim mais! Eu estou tentando ser mais positivo ❤
1,"De tanto o gatinho ouvir falar em corona vírus, o  bichinho deu entrada na Bishops em pânico, coitado morrendo de medo de morrer."
1,https://www.opovo.com.br/coronavirus/2020/03/27/apos-mais-de-4-mil-mortos-por-coronavirus--prefeito-de-milao-se-arrepende-de-ter-apoiado-campanha--milao-nao-para.html
1,Jair Biatto: Trinta minutos para entubar uma pessoa suspeita de coronavírus. https://odiariodemaringa.com.br/2020/04/03/jair-biatto-trinta-minutos-para-entubar-uma-pessoa-suspeita-de-coronavirus/ via @O Diário de Maringá
1,"É ser muito filho da puta. O médico encarregado em combater a pandemia em São Paulo (governo de Dória) foi infectado pelo Covid-19 e curado porque tomou o hidroxicloroquina, mas, como é um remédio que Bolsonaro está dizendo que é eficiente, esse serr desprezível esconde a informação da população."
1,https://noticias.uol.com.br/internacional/ultimas-noticias/2020/03/27/pastor-morre-coronavirus-histeria-eua.htm?utm_source=facebook&utm_medium=social-media&utm_campaign=uol&utm_content=geral&fbclid=IwAR3uywUrN7Fd5bsloSgz3l9DkFz8UclmuiPl3GYEdm5-eeozG3wa4sF6WpM&cmpid=copiaecola
1,"Sobre o MITO 🇧🇷

""Bolsonaro é um tipo de cara sem etiqueta, daqueles que encontramos coçando o saco no barzinho jogando bilhar. Apesar de ter mais estudo do que qualquer professor de humanas da geração Paulo Freire e mais inteligência emocional do que qualquer outro político brasileiro, não há polidez em suas palavras e tão pouco elegância em seu comportamento. Isso é o que mais incomoda artistas, jornalistas, feministas mal amadas e complexadas, homens frágeis, covardes oportunistas, religiosos falidos na luta contra a própria imoralidade, maconheiros, pedófilos, estupradores e toda patrulha do politicamente correto que suportou calada um circo de corrupção durante duas décadas, mas que agora é ferida com as palavras do presidente ""não pudico"". Bolsonaro é o milico com piadinhas sem graça,  é o tiozão que pergunta se já temos pentelho, é um elefante em uma loja de cristais, mas o que me faz a cada dia gostar mais desse cara, é o tipo de gente que não gosta dele, que se ofende com tudo que o cara faz, que do óleo venezuelano em nossas praias à histeria mundial perante o coronavírus, buscam um meio de responsabiliza-lo. Bolsonaro realmente é o cara que você passa gostar, quando vê o lixo de gente que não gosta dele."""
1,"*Acabou de sair no Diário Oficial, as Profissões  de pessoas Imunes ao COVID-19:*

1- *Porteiro*
2- *Atendente de Farmácia* 
3- *Atendente de Açougue*
4- *Atendente de Padaria*
5- *Atendente de Supermercado*
6- *Bombeiro*
7- *Polícia Militar*
8- *Guarda Municipal*
9- *Motorista de Uber/99*
10- *Motorista de Táxi*
11- *Frentista*
12- *Caminhoneiros*
13- *Médicos*
14- *Enfermeiros*
15- *Faxineiros*
16- *Garis*
17- *Vendedor do carro do Gás e Água*
18- *Funcionários das Empresas de Telefonia, Energia Elétrica e Água*
19-motorista de coletivo.


*Todo resto da população é frágil ao virus.*

Queria ver se todos esses profissionais parassem, o que seria do nosso  país??

*Me explica, por que você não pode trabalhar?*

Eles também  tem família.Tem  avós,  avôs,  pai, mãe. E aí, qual é a desculpa para não  trabalhar?

*Hipocrisia que se fala né!!!*"
1,"*Aracati Polícia 24hs*

 
*Policiais militares do Ceará são afastados das funções por causa do novo coronavírus*


O afastamento de policiais com sintomas relacionados ao novo coronavírus é uma realidade vivida na Polícia Militar do Ceará (PMCE). O Comando Geral da PMCE afirma que já há PMs de licença médica por apresentar problemas ligados a síndromes respiratórias. Até então, de acordo com o Comando, não há um levantamento de quantos militares se encontram nesta condição.

O comandante-geral da PMCE, coronel Alexandre Ávila, garante que apesar das licenças, ""não há comprometimento de policiamento no Ceará"". Ainda segundo o coronel, todos os casos vêm sendo acompanhados pela Coordenadoria de Saúde e Assistência Social e Religiosa da PMCE.

Plano de combate

Há três dias, a Promotoria de Justiça Militar e Controle Externo da Atividade Policial Militar do Ministério Público do Ceará (MPCE) recomendou ao comando da PMCE que fosse apresentado um plano de combate ao novo coronavírus no âmbito da instituição. Consta no documento que a recomendação é feita para garantir a saúde dos profissionais, das famílias deles e evitar uma possível redução do efetivo operacional durante a pandemia.

O titular da Promotoria da Justiça Militar, Sebastião Brasilino de Freitas, afirma que a recomendação do MPCE veio após o órgão receber reclamações pontuais por parte de militares que não se sentiam devidamente protegidos em meio à disseminação do Covid-19.

A orientação ainda inclui a necessidade do Comando em avaliar a concessão de dispensar e afastar dos serviços militares estaduais, principalmente aos que pertencem ao quadro de saúde da corporação.

Alexandre Ávila pontua que desde o dia 17 de março a Polícia Militar do Ceará adotou um plano de contingência. O coronel garante que os policiais estão recebendo as devidas orientações e que o plano vem sendo cumprido.

""Primeiro, estão sendo distribuídos material de proteção aos PMs da Capital. Aguardamos chegar mais material, como máscara e luvas. A higienização das viaturas já era uma coisa feita rotineiramente. Já percebemos menor movimentação nas ruas, mas ainda há aglomerações na área da periferia. O atestado não está sendo exigido e vem sendo feito um acompanhamento do policial à distância, sendo sempre verificado o estado de saúde deste servidor"", disse o comandante-geral da PMCE."
1,Informação que o Pai do Roberto Claudio faleceu... Corona vírus a causa morte ...
1,"O deputado de Niterói, Gustavo Schimidt (PSL) foi preso nesta madrugada. Ele estava em uma festa num condomínio de luxo, quando a PM foi acionada por vizinhos, por conta da aglomeração e cuidados do coronavírus. O deputado discutiu e agrediu um dos policiais."
1,https://g1.globo.com/ce/ceara/noticia/2020/03/29/secretario-da-saude-do-ceara-dr-cabeto-testa-positivo-para-novo-coronavirus.ghtml
1,"🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
       *O DOIDO DO BOLSONARO*
🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴

*CABRA doido da peste; fala cada BESTEIRA que deixa até seus ELEITORES com raiva e no FINAL não é que ele tá CERTO.* 
    ✅ O homem é tão doido mais tão doido que resolveu peitar a GLOBO, uma das maiores do mundo. Eles estão desesperados, é pau todo dia, de manhã a tarde e a noite e nada o homem nem se abala kkkkkkkk faz é dar casetada de volta, esse doido. 
   ✅ *O doido do Bolsonaro resolveu peitar o sistema, sim o sistema, que vem dominando o pais a décadas e sugando como um vampiro o sangue dos brasileiros.*
   ✅ Rapaz, não é que esse doido tirou a mamata desses políticos na marra, kkkkkkkkkk Não distribuiu um cargo de ministro e nem dividiu estatais a partidos acostumados a mamarem nas tetas do contribuinte. Mano, os caras tão desesperados. Tramando golpe a toda hora pra derrubarem BOLSONARO, mais também nada da certo"" tão quase ficando doidos igual BOLSONARO "", tomara.
  ✅ *Rapaz, se junta presidente da câmera, presidente do senado, presidente do STF. Aja reunião para derrubar o doido, o doido não caí.*
  ✅ Esse BOLSONARO é tão doido, mais tão doido que até os inimigos infiltrados no seu governo e aqueles puxas saco não aguentam e mostram a cara. É Doriana, é pepa, e frutinha, Janaina etc........
  ✅ *Gente, e os petralhas; Mano, eles tão todos doentes, gemem para um lado, choram pra outro, gritam, quebram panela, inventam mentiras etc... E defensora de aborto em época de covid 19. Kkkkkkkkkkkkkk pedindo respeito a vida. Kkkkkkkkkkkkkkk humilhante para os petralhas.*
   ✅ Amigos, agradeço a Deus por ter me dado a oportunidade de conhecer um DOIDO tão varrido com nosso presidente BOLSONARO. Gostaria que DEUS enviasse vários CLONES desse doido aqui pro BRASIL. Queria um doido na PRESIDÊNCIA da CÂMARA dos DEPUTADOS, no SENADO, no STF , um GOVERNADOR do meu estado, um PREFEITO e todos os meus VEREADORES. 
   ✅ *Queria encher essa porra de DOIDOS. Porque amigos vivi até hoje elegendo pessoas normais e só fui roubado.*
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
*RAPAZ, EU AMO ESSE MEU PRESIDENTE!*
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
Transcrito, por f. Almeida-Ceará
🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴"
1,foi covid19!
1,"Veja o momento exato em que um cantor sertanejo,  é atacado pelo Corona Vírus.... O  pulmão do artista é infectado e o artista fica com falta de ar... esse vírus é MUITO perigoso...👇👇👇👇👇"
1,Coronavírus: EUA têm mais doentes por Covid-19 do que a Itália | https://www.otempo.com.br/mobile/mundo/coronavirus-eua-tem-mais-doentes-por-covid-19-do-que-a-italia-1.2316614
1,"⛔🇧🇷⛔🇧🇷⛔🇧🇷⛔🇧🇷⛔ 

Comércio de Fortaleza pode reabrir na próxima segunda-feira

A Câmara de Dirigentes Lojistas (CDL) de Fortaleza informou que apoia a reabertura do comércio a partir da próxima segunda-feira (30). O fechamento de grande parte dos estabelecimentos em razão da pandemia do novo coronavírus, segundo a entidade, está prejudicando mais de 10 mil empresas associadas.

A informação foi dada por meio de nota na manhã desta quinta-feira (26). A CDL diz que, caso o período de quarentena seja estendido, haverá falência dos negócios e, consequentemente, aumento do desemprego. 

""A Câmara de Dirigentes Lojistas (CDL) de Fortaleza, ciente da situação que aflige os seus mais de dez mil associados, apoia a reabertura do comércio a partir da próxima segunda-feira. A entidade se preocupa com a sobrevivência das empresas já fragilizadas pela alta carga tributária, agora somada a mais uma crise financeira desencadeada pelo Coronavírus. Manter o comércio com as portas fechadas implica em falência e desemprego. Diante desse cenário socioeconômico, a CDL vem recebendo apelo dos seus associados para a abertura imediata do comércio. ""Precisamos cuidar da vida útil das empresas, da preservação dos empregos e nos solidarizarmos com a população. Acredito que cada um fazendo a sua parte vai contribuir no presente para dias melhores no futuro. São tempos difíceis para o comércio, que precisa voltar à sua normalidade”, pontua o empresário Assis Cavalcante, presidente da CDL Fortaleza"", disse a nota da CDL.

Mensagem do Governador

O governador do Ceará, Camilo Santana (PT), voltou a afirmar que é necessário manutenção dos empregos, mas a prioridade do governo estadual é preservar vidas em meio à pandemia de coronavírus. Além disso, o governador disse que não vai tomar nenhuma ação mediante pressão do setor produtivo. Camilo escreveu em seu Facebook ainda que o governo estadual seguirá atuando conforme orientações de especialistas. 

Blog Capuan Notícias 

⛔🇧🇷⛔🇧🇷⛔🇧🇷⛔🇧🇷⛔"
1,"🚨🚔🚨🚔🚨🚔🚨🚔🚨Policiais Militares de Iguatu-CE arrecadaram e distribuíram '""kits"" de higienização aos moradores de comunidades carentes,  para enfrentamento ao Coronavirus!22/03/2020🤝🏻👏🏻👏🏻👏🏻👏🏻👏🏻"
1,https://www.covidvisualizer.com/
1,"Após análise dos Boletins e Informes Epidemiológicos do CoronaVírus (COVID-19) fornecidos pelo Governo do Estado do Ceará entre os dias 27 de fevereiro a 22 de março de 2020, percebemos que a *velocidade de contaminação* do vírus é o que vai dizer se a doença vai *estourar* no Ceará. Por essa razão, deve-se olhar para o acumulado de casos em *relação ao dia anterior*. Abaixo, temos três gráficos, sendo que: o “Gráfico 1” representa a curva dos casos acumulados/confirmados por dia; o “Gráfico 2” mostra a variação percentual acumulada em relação ao dia anterior; e por fim, temos o “Gráfico 3”, onde temos um comparativo entre o número acumulativo/confirmado de casos x variação percentual em relação ao dia anterior. Assim, observa-se que, se a curva de variação percentual de dia anterior começa a cair rápido, *é um forte indício de que o confinamento está dando resultado*. Por essa razão, a semana entre os dias 23 a 29 março *é de fundamental importância*, pois o total de casos deve crescer, porém, se a variação percentual entre dias cair significativamente, é um *forte indício* de que o COVID-19 está ficando *sob controle*. Resumindo, de modo geral, se o número de casos continuar a crescer, porém a variação percentual de um dia para o outro começar a ficar *abaixo de 100% e caindo*, isso é um forte indício de que as ações de isolamento estão surtindo efeito."
