id,groups,number_of_messages,texts,text_ratio,midia,midia_ratio,virals,viral_ratio,repeated_messages,repeated_messages_ratio,days_active,daily_mean,daily_std,daily_median,daily_95,daily_outliers,daily_max,degree_centrality,strenght,viral_degree_centrality,viral_strenght,misinformation,misinformation_degree_centrality,misinformation_strenght,misinformation_ratio,viral_misinformation_ratio
652380402943127916,1,728,311,0.4271978021978022,417,0.5728021978021978,68,0.09340659340659341,6,0.01929260450160772,115,6.3304347826086955,10.20553834774044,1.0,31.599999999999994,6,53,200,145600,200,13600,45,200,9000,0.061813186813186816,0.6617647058823529
-5426274422942733548,6,712,431,0.6053370786516854,281,0.3946629213483146,281,0.3946629213483146,178,0.41299303944315546,78,9.128205128205128,10.202315721797975,6.0,29.299999999999983,4,43,1080,150659,1080,58028,141,1080,28601,0.19803370786516855,0.501779359430605
8460964570554383772,1,708,657,0.9279661016949152,51,0.07203389830508475,6,0.00847457627118644,62,0.0943683409436834,113,6.265486725663717,11.178756718433029,0.0,27.199999999999974,6,70,270,191160,270,1620,2,270,540,0.002824858757062147,0.3333333333333333
-695233245073530941,9,698,452,0.6475644699140402,246,0.3524355300859599,66,0.09455587392550144,34,0.0752212389380531,119,5.8655462184873945,9.847071637102859,1.0,31.0,5,52,1096,135170,326,12592,43,326,8536,0.06160458452722063,0.6515151515151515
-8549633201410474972,1,697,618,0.8866571018651362,79,0.1133428981348637,1,0.0014347202295552368,136,0.22006472491909385,81,8.604938271604938,14.184215710029298,3.0,46.0,4,64,153,106641,153,153,1,153,153,0.0014347202295552368,1.0
6588383292697168932,1,689,242,0.35123367198838895,447,0.648766328011611,79,0.11465892597968069,8,0.03305785123966942,88,7.829545454545454,11.327133115603427,2.0,31.0,4,52,188,129532,188,14852,66,188,12408,0.09579100145137881,0.8354430379746836
8092963222321727313,1,686,270,0.3935860058309038,416,0.6064139941690962,59,0.08600583090379009,6,0.022222222222222223,78,8.794871794871796,14.103843976675822,3.0,33.19999999999993,4,68,36,24696,36,2124,32,36,1152,0.04664723032069971,0.5423728813559322
3795679520023557695,2,680,371,0.5455882352941176,309,0.45441176470588235,90,0.1323529411764706,74,0.19946091644204852,89,7.640449438202247,10.070487023308209,5.0,28.599999999999994,5,61,183,63215,183,8305,44,183,4061,0.06470588235294118,0.4888888888888889
8665771440021144852,1,669,406,0.6068759342301944,263,0.3931240657698057,18,0.026905829596412557,3,0.007389162561576354,89,7.51685393258427,11.428744025035535,5.0,22.599999999999994,5,87,153,102357,153,2754,4,153,612,0.005979073243647235,0.2222222222222222
-5184942236856086086,1,661,450,0.680786686838124,211,0.31921331316187596,13,0.019667170953101363,52,0.11555555555555555,89,7.426966292134831,8.791638124906267,5.0,28.599999999999994,5,41,306,202266,306,3978,7,306,2142,0.01059001512859304,0.5384615384615384
-7558723317952572737,2,657,350,0.532724505327245,307,0.4672754946727549,53,0.0806697108066971,18,0.05142857142857143,87,7.551724137931035,9.25448806354863,4.0,25.700000000000003,5,43,348,39144,348,3192,17,348,1484,0.0258751902587519,0.32075471698113206
-6578771262299954994,2,655,434,0.6625954198473283,221,0.3374045801526718,37,0.05648854961832061,38,0.08755760368663594,38,17.236842105263158,23.57671115056335,7.0,59.749999999999964,2,91,362,153354,362,7320,12,362,2528,0.0183206106870229,0.32432432432432434
434034804853397464,1,642,275,0.42834890965732086,367,0.5716510903426791,36,0.056074766355140186,24,0.08727272727272728,47,13.659574468085106,14.719517648856096,10.0,46.99999999999996,3,62,273,175266,273,9828,22,273,6006,0.03426791277258567,0.6111111111111112
2827890934995756733,1,638,334,0.5235109717868338,304,0.47648902821316613,13,0.02037617554858934,13,0.038922155688622756,89,7.168539325842697,12.114262776368738,4.0,25.599999999999994,5,94,306,195228,306,3978,9,306,2754,0.014106583072100314,0.6923076923076923
894482278973507296,1,638,244,0.3824451410658307,394,0.6175548589341693,43,0.06739811912225706,12,0.04918032786885246,45,14.177777777777777,19.409801751702773,7.0,63.39999999999998,3,69,200,127600,200,8600,25,200,5000,0.03918495297805643,0.5813953488372093
-3161726312974583913,1,622,492,0.7909967845659164,130,0.2090032154340836,0,0.0,13,0.026422764227642278,48,12.958333333333334,17.494021268474665,5.5,34.3,3,95,270,167940,0,0,0,0,0,0.0,0.0
-823040957652277749,1,621,379,0.6103059581320451,242,0.3896940418679549,19,0.030595813204508857,9,0.023746701846965697,89,6.977528089887641,9.101670086620326,4.0,26.0,3,52,27,16767,27,513,11,27,297,0.017713365539452495,0.5789473684210527
1808263345512202329,1,616,471,0.7646103896103896,145,0.2353896103896104,6,0.00974025974025974,71,0.15074309978768577,79,7.7974683544303796,10.820658952913533,2.0,31.099999999999994,4,43,302,186032,302,1812,3,302,906,0.00487012987012987,0.5
-4765101475690345491,1,616,415,0.6737012987012987,201,0.3262987012987013,14,0.022727272727272728,10,0.024096385542168676,89,6.921348314606742,9.051901757869249,3.0,21.19999999999999,5,50,306,188496,306,4284,6,306,1836,0.00974025974025974,0.42857142857142855
-7514507865373536427,2,604,291,0.4817880794701987,313,0.5182119205298014,31,0.05132450331125828,11,0.037800687285223365,119,5.07563025210084,9.739974997240687,1.0,21.0,5,62,346,30446,44,1364,19,44,836,0.03145695364238411,0.6129032258064516
-4227925736067166195,1,598,176,0.29431438127090304,422,0.705685618729097,58,0.09698996655518395,4,0.022727272727272728,118,5.067796610169491,8.243856882561671,0.0,24.0,5,45,202,120796,202,11716,46,202,9292,0.07692307692307693,0.7931034482758621
-7252536703185167764,7,584,219,0.375,365,0.625,106,0.1815068493150685,125,0.5707762557077626,62,9.419354838709678,16.575261427205966,3.0,46.74999999999998,4,75,1358,134979,1358,24848,11,1193,2805,0.018835616438356163,0.10377358490566038
1717376633107940669,1,574,289,0.5034843205574913,285,0.4965156794425087,59,0.10278745644599303,10,0.03460207612456748,85,6.752941176470588,9.67680816418816,3.0,27.799999999999983,5,49,188,107912,188,11092,41,188,7708,0.07142857142857142,0.6949152542372882
-3096807174373450759,3,572,368,0.6433566433566433,204,0.35664335664335667,15,0.026223776223776224,14,0.03804347826086957,81,7.061728395061729,15.827464799370384,1.0,36.0,4,92,403,29484,44,660,16,44,704,0.027972027972027972,1.0666666666666667
-3206720590051780907,3,571,515,0.9019264448336253,56,0.09807355516637478,9,0.01576182136602452,62,0.1203883495145631,87,6.563218390804598,12.897359698633553,1.0,29.200000000000017,5,78,759,183062,451,2733,2,326,652,0.0035026269702276708,0.2222222222222222
5480299646371616511,1,568,170,0.2992957746478873,398,0.7007042253521126,26,0.045774647887323945,22,0.12941176470588237,115,4.939130434782609,10.19484472105124,0.0,23.799999999999983,6,59,302,171536,302,7852,17,302,5134,0.02992957746478873,0.6538461538461539
9215223805058184204,1,551,196,0.35571687840290384,355,0.6442831215970962,74,0.13430127041742287,1,0.00510204081632653,118,4.669491525423729,6.724181499131393,1.0,17.299999999999983,6,28,95,52345,95,7030,46,95,4370,0.08348457350272233,0.6216216216216216
5921081908262978616,2,550,156,0.28363636363636363,394,0.7163636363636363,96,0.17454545454545456,56,0.358974358974359,87,6.32183908045977,9.645452299753861,3.0,24.0,4,53,293,79242,293,13806,56,293,8161,0.10181818181818182,0.5833333333333334
-7613678812714580726,1,548,167,0.30474452554744524,381,0.6952554744525548,56,0.10218978102189781,14,0.08383233532934131,71,7.71830985915493,9.99311634303699,5.0,28.5,4,50,308,168784,308,17248,24,308,7392,0.043795620437956206,0.42857142857142855
4085077936093596578,1,547,211,0.3857404021937843,336,0.6142595978062158,89,0.16270566727605118,4,0.018957345971563982,61,8.967213114754099,8.404298925975828,8.0,23.0,3,36,19,10393,19,1691,65,19,1235,0.11882998171846434,0.7303370786516854
1600410536235598449,1,539,176,0.32653061224489793,363,0.673469387755102,44,0.08163265306122448,2,0.011363636363636364,45,11.977777777777778,11.57679671680479,9.0,34.39999999999999,3,36,188,101332,188,8272,32,188,6016,0.059369202226345084,0.7272727272727273
-2417766098023642576,1,535,396,0.7401869158878505,139,0.25981308411214954,6,0.011214953271028037,10,0.025252525252525252,89,6.01123595505618,6.033042316395585,5.0,16.599999999999994,5,29,94,50290,94,564,5,94,470,0.009345794392523364,0.8333333333333334
5428835759879898822,7,530,354,0.6679245283018868,176,0.3320754716981132,169,0.31886792452830187,120,0.3389830508474576,44,12.045454545454545,21.01821418902092,5.5,34.7,3,124,1336,146787,1336,40498,53,1336,12711,0.1,0.3136094674556213
-8405482770714417694,1,520,322,0.6192307692307693,198,0.38076923076923075,30,0.057692307692307696,4,0.012422360248447204,85,6.117647058823529,9.420610339020707,0.0,23.599999999999994,5,43,188,97760,188,5640,20,188,3760,0.038461538461538464,0.6666666666666666
-3061800970124346304,1,520,355,0.6826923076923077,165,0.3173076923076923,23,0.04423076923076923,37,0.10422535211267606,58,8.96551724137931,9.436706080915751,7.0,20.15,3,55,306,159120,306,7038,14,306,4284,0.026923076923076925,0.6086956521739131
2660222405768274296,3,520,193,0.37115384615384617,327,0.6288461538461538,129,0.24807692307692308,95,0.49222797927461137,79,6.582278481012659,9.820971275451786,1.0,26.0,3,44,569,99029,569,23686,21,569,3841,0.04038461538461539,0.16279069767441862
-6584496845119836373,1,513,266,0.5185185185185185,247,0.48148148148148145,22,0.042884990253411304,22,0.08270676691729323,67,7.656716417910448,10.88027439327282,4.0,27.699999999999996,4,55,188,96444,188,4136,15,188,2820,0.029239766081871343,0.6818181818181818
2881016194412848196,1,508,452,0.889763779527559,56,0.11023622047244094,9,0.017716535433070866,14,0.030973451327433628,83,6.120481927710843,17.718254050390577,1.0,21.89999999999999,5,142,270,137160,270,2430,2,270,540,0.003937007874015748,0.2222222222222222
2850777696978216409,1,504,241,0.4781746031746032,263,0.5218253968253969,57,0.1130952380952381,1,0.004149377593360996,79,6.379746835443038,9.055815240975038,3.0,27.399999999999977,4,38,97,48888,97,5529,33,97,3201,0.06547619047619048,0.5789473684210527
-4106913975143735406,1,485,130,0.26804123711340205,355,0.7319587628865979,61,0.12577319587628866,4,0.03076923076923077,35,13.857142857142858,15.858089153382847,8.0,38.599999999999994,2,73,91,44135,91,5551,38,91,3458,0.07835051546391752,0.6229508196721312
-219310841950453287,1,484,74,0.15289256198347106,410,0.8471074380165289,12,0.024793388429752067,1,0.013513513513513514,89,5.438202247191011,6.543482281455508,4.0,19.599999999999994,5,26,202,97768,202,2424,9,202,1818,0.01859504132231405,0.75
5730770205032730863,1,475,125,0.2631578947368421,350,0.7368421052631579,56,0.11789473684210526,0,0.0,86,5.523255813953488,7.964224040613339,3.0,19.5,5,49,36,17100,36,2016,39,36,1404,0.08210526315789474,0.6964285714285714
-7624037705209602417,1,474,315,0.6645569620253164,159,0.33544303797468356,30,0.06329113924050633,12,0.0380952380952381,77,6.1558441558441555,7.486944663642549,3.0,20.0,3,37,306,145044,306,9180,20,306,6120,0.04219409282700422,0.6666666666666666
-7832160074158908642,1,474,360,0.759493670886076,114,0.24050632911392406,10,0.02109704641350211,20,0.05555555555555555,70,6.771428571428571,8.092170896222138,5.0,24.549999999999997,4,36,188,89112,188,1880,2,188,376,0.004219409282700422,0.2
2725335823419221667,2,471,141,0.29936305732484075,330,0.7006369426751592,82,0.1740976645435244,30,0.2127659574468085,84,5.607142857142857,7.160833661406606,2.0,18.69999999999999,5,32,496,104508,496,18656,48,496,10104,0.10191082802547771,0.5853658536585366
-2640476002116046828,1,470,263,0.5595744680851064,207,0.44042553191489364,19,0.04042553191489362,32,0.12167300380228137,80,5.875,7.385197305455443,4.0,23.0,3,35,278,130660,278,5282,14,278,3892,0.029787234042553193,0.7368421052631579
-4648481200455525030,1,470,222,0.4723404255319149,248,0.5276595744680851,31,0.06595744680851064,12,0.05405405405405406,70,6.714285714285714,8.622758657976343,3.0,25.549999999999997,4,37,97,45590,97,3007,18,97,1746,0.03829787234042553,0.5806451612903226
2551478002705760777,2,470,158,0.33617021276595743,312,0.6638297872340425,107,0.2276595744680851,52,0.3291139240506329,118,3.983050847457627,9.816245954022905,0.0,17.299999999999983,6,66,293,66920,293,15224,49,293,6942,0.10425531914893617,0.45794392523364486
397500570795057983,1,467,149,0.31905781584582443,318,0.6809421841541756,38,0.08137044967880086,0,0.0,99,4.717171717171717,7.387303509649633,0.0,19.099999999999994,5,34,273,127491,273,10374,20,273,5460,0.042826552462526764,0.5263157894736842
1738303776201883953,1,466,222,0.47639484978540775,244,0.5236051502145923,25,0.0536480686695279,9,0.04054054054054054,69,6.753623188405797,10.54598585063565,1.0,30.19999999999996,4,51,188,87608,188,4700,19,188,3572,0.0407725321888412,0.76
567202870399835232,1,466,158,0.33905579399141633,308,0.6609442060085837,16,0.034334763948497854,3,0.0189873417721519,88,5.295454545454546,7.872780243124458,1.0,21.0,4,35,153,71298,153,2448,7,153,1071,0.015021459227467811,0.4375
2698661769111007760,1,454,163,0.3590308370044053,291,0.6409691629955947,54,0.11894273127753303,3,0.018404907975460124,89,5.101123595505618,6.770666919984231,3.0,17.599999999999994,5,34,306,138924,306,16524,33,306,10098,0.07268722466960352,0.6111111111111112
5661942254815716964,1,452,240,0.5309734513274337,212,0.4690265486725664,16,0.035398230088495575,21,0.0875,78,5.794871794871795,11.210337268417113,2.0,20.449999999999974,4,83,306,138312,306,4896,13,306,3978,0.028761061946902654,0.8125
5799803585252829017,1,450,384,0.8533333333333334,66,0.14666666666666667,1,0.0022222222222222222,45,0.1171875,33,13.636363636363637,23.104136780317855,4.0,53.19999999999997,2,108,273,122850,273,273,0,0,0,0.0,0.0
5058809857146467056,1,439,187,0.42596810933940776,252,0.5740318906605922,87,0.19817767653758542,12,0.06417112299465241,89,4.932584269662922,8.975721992748737,1.0,20.799999999999983,5,62,153,67167,153,13311,57,153,8721,0.12984054669703873,0.6551724137931034
4350658007817813136,1,439,180,0.41002277904328016,259,0.5899772209567198,36,0.08200455580865604,2,0.011111111111111112,87,5.045977011494253,7.4160543103694385,2.0,19.10000000000001,5,43,302,132578,302,10872,25,302,7550,0.05694760820045558,0.6944444444444444
8371047632500103882,1,437,118,0.2700228832951945,319,0.7299771167048055,34,0.07780320366132723,4,0.03389830508474576,54,8.092592592592593,8.832334503079224,6.0,24.049999999999983,3,39,168,73416,168,5712,18,168,3024,0.041189931350114416,0.5294117647058824
7753561782568026630,1,436,265,0.6077981651376146,171,0.3922018348623853,44,0.10091743119266056,4,0.01509433962264151,113,3.8584070796460175,7.337364329041613,0.0,15.399999999999991,6,51,270,117720,270,11880,12,270,3240,0.027522935779816515,0.2727272727272727
2621175931388967407,1,434,257,0.5921658986175116,177,0.4078341013824885,61,0.14055299539170507,6,0.023346303501945526,89,4.876404494382022,8.478341691305268,1.0,26.799999999999983,5,39,202,87668,202,12322,45,202,9090,0.10368663594470046,0.7377049180327869
1674364531414131066,2,432,130,0.30092592592592593,302,0.6990740740740741,48,0.1111111111111111,20,0.15384615384615385,80,5.4,10.16397211300405,1.0,22.099999999999994,4,67,359,105418,359,10607,28,359,6474,0.06481481481481481,0.5833333333333334
6705039469502979962,1,432,231,0.5347222222222222,201,0.4652777777777778,67,0.1550925925925926,8,0.03463203463203463,86,5.023255813953488,7.428049770472251,1.0,20.5,5,39,105,45360,105,7035,51,105,5355,0.11805555555555555,0.7611940298507462
3647659202785946601,1,429,190,0.4428904428904429,239,0.5571095571095571,28,0.06526806526806526,17,0.08947368421052632,89,4.820224719101123,5.619693047571858,3.0,15.599999999999994,5,25,153,65637,153,4284,20,153,3060,0.046620046620046623,0.7142857142857143
6791655926274778425,10,425,161,0.3788235294117647,264,0.6211764705882353,81,0.19058823529411764,57,0.35403726708074534,81,5.246913580246914,9.869816189014786,1.0,22.0,4,59,905,36652,887,6368,62,887,4862,0.14588235294117646,0.7654320987654321
174833288054493582,1,420,262,0.6238095238095238,158,0.3761904761904762,67,0.1595238095238095,4,0.015267175572519083,89,4.719101123595506,5.791821749919418,3.0,17.599999999999994,5,24,202,84840,202,13534,58,202,11716,0.1380952380952381,0.8656716417910447
-8356738224393989077,1,420,153,0.36428571428571427,267,0.6357142857142857,13,0.030952380952380953,6,0.0392156862745098,61,6.885245901639344,8.1344910938049,5.0,24.0,3,35,153,64260,153,1989,7,153,1071,0.016666666666666666,0.5384615384615384
8762834051162645391,1,416,329,0.7908653846153846,87,0.2091346153846154,18,0.04326923076923077,6,0.0182370820668693,87,4.781609195402299,6.551096637038828,3.0,16.400000000000006,5,40,188,78208,188,3384,9,188,1692,0.021634615384615384,0.5
-688162817823010613,1,414,332,0.8019323671497585,82,0.19806763285024154,5,0.012077294685990338,10,0.030120481927710843,83,4.9879518072289155,12.94311567261617,1.0,17.799999999999983,5,107,270,111780,270,1350,8,270,2160,0.01932367149758454,1.6
6972577990954396228,1,414,388,0.9371980676328503,26,0.06280193236714976,6,0.014492753623188406,20,0.05154639175257732,89,4.651685393258427,6.500176787098504,2.0,17.599999999999994,5,29,153,63342,153,918,5,153,765,0.012077294685990338,0.8333333333333334
-2142320718417323878,1,413,160,0.387409200968523,253,0.612590799031477,48,0.1162227602905569,0,0.0,72,5.736111111111111,8.177594011594506,2.5,17.450000000000003,4,52,202,83426,202,9696,37,202,7474,0.08958837772397095,0.7708333333333334
1840772126825889703,4,409,250,0.6112469437652812,159,0.38875305623471884,123,0.30073349633251834,78,0.312,65,6.292307692307692,7.733294650654805,4.0,23.19999999999999,4,32,808,72660,808,20408,9,808,1806,0.022004889975550123,0.07317073170731707
6821741802612167939,1,408,89,0.2181372549019608,319,0.7818627450980392,39,0.09558823529411764,2,0.02247191011235955,76,5.368421052631579,10.715524072127822,1.0,22.25,4,64,278,113424,278,10842,33,278,9174,0.08088235294117647,0.8461538461538461
-4341532867165509449,1,407,145,0.35626535626535627,262,0.6437346437346437,45,0.11056511056511056,6,0.041379310344827586,68,5.985294117647059,7.273941728554928,2.5,20.0,3,32,202,82214,202,9090,38,202,7676,0.09336609336609336,0.8444444444444444
-8039169678937970603,2,404,212,0.5247524752475248,192,0.4752475247524752,32,0.07920792079207921,23,0.10849056603773585,82,4.926829268292683,7.032166811819548,2.0,19.950000000000003,5,34,148,29056,148,2368,8,148,592,0.019801980198019802,0.25
